,direccion,barrio,distrito,precio,metros
911,"plaza de Cánovas del Castillo, Gran Vía, València",Gran Via,Eixample,3.100€/mes,120 m²
912,"avenida del Regne de València, 17, Gran Vía, València",Gran Via,Eixample,3.300€/mes,220 m²
913,"calle Joaquín Costa, Gran Vía, València",Gran Via,Eixample,2.100€/mes,150 m²
914,"Gran Via del Marqués del Túria, Gran Vía, València",Gran Via,Eixample,3.800€/mes,140 m²
915,"calle del Conde de Altea, Gran Vía, València",Gran Via,Eixample,1.420€/mes,120 m²
916,"calle Císcar, Gran Vía, València",Gran Via,Eixample,1.000€/mes,60 m²
917,"calle de Salamanca, Gran Vía, València",Gran Via,Eixample,1.480€/mes,112 m²
918,"calle Salamanca, Gran Vía, València",Gran Via,Eixample,2.300€/mes,175 m²
919,"calle Gran Via del Marqués del Túria, Gran Vía, València",Gran Via,Eixample,2.100€/mes,175 m²
920,"Local o nave en calle de Borriana, Gran Vía, València",Gran Via,Eixample,2.100€/mes,170 m²
921,"avenida del Regne de València, 17, Gran Vía, València",Gran Via,Eixample,3.300€/mes,220 m²
922,"calle del Maestro Gozalbo, Gran Vía, València",Gran Via,Eixample,1.100€/mes,89 m²
923,"calle de Borriana, Gran Vía, València",Gran Via,Eixample,2.100€/mes,175 m²
924,"Gran Vía, València",Gran Via,Eixample,2.300€/mes,171 m²
925,"calle Salamanca, Gran Vía, València",Gran Via,Eixample,2.300€/mes,175 m²
926,"Gran Vía, València",Gran Via,Eixample,1.760€/mes,140 m²
927,"avenida del Regne de València, 17, Gran Vía, València",Gran Via,Eixample,3.100€/mes,240 m²
928,"calle de Salamanca, Gran Vía, València",Gran Via,Eixample,1.300€/mes,210 m²
929,"Gran Via del Marqués del Túria, Gran Vía, València",Gran Via,Eixample,3.000€/mes,210 m²
930,"Gran Vía del Marqués del Turia, Gran Vía, València",Gran Via,Eixample,1.750€/mes,240 m²
931,"calle Joaquín Costa, 34, Gran Vía, València",Gran Via,Eixample,8.500€/mes,970 m²
932,"calle Císcar, Gran Vía, València",Gran Via,Eixample,1.000€/mes,70 m²
933,"Gran Vía, València",Gran Via,Eixample,2.100€/mes,175 m²
934,"Gran Vía, València",Gran Via,Eixample,2.100€/mes,172 m²
935,"Gran Vía, València",Gran Via,Eixample,1.400€/mes,181 m²
936,"calle Císcar, 27, Gran Vía, València",Gran Via,Eixample,2.950€/mes,233 m²
937,"calle del Conde de Altea, Gran Vía, València",Gran Via,Eixample,1.200€/mes,115 m²
938,"Gran Vía, València",Gran Via,Eixample,650€/mes,32 m²
939,"calle de Salamanca, Gran Vía, València",Gran Via,Eixample,1.500€/mes,179 m²
940,"Gran Vía, València",Gran Via,Eixample,2.300€/mes,190 m²
941,"calle de Burriana, Gran Vía, València",Gran Via,Eixample,2.100€/mes,170 m²
942,"Gran Vía, València",Gran Via,Eixample,1.500€/mes,174 m²
943,"Antic Regne de Valencia, Gran Vía, València",Gran Via,Eixample,3.300€/mes,225 m²
944,"calle de Borriana, 26, Gran Vía, València",Gran Via,Eixample,1.300€/mes,168 m²
945,"Gran Vía, València",Gran Via,Eixample,2.958€/mes,376 m²
946,"Gran Vía, València",Gran Via,Eixample,1.450€/mes,186 m²
947,"Gran Vía, València",Gran Via,Eixample,2.600€/mes,320 m²
948,"calle del Comte d'Altea, 30, Gran Vía, València",Gran Via,Eixample,1.200€/mes,75 m²
949,"Gran Vía, València",Gran Via,Eixample,1.200€/mes,175 m²
950,"calle de Joaquín Costa, 59, Gran Vía, València",Gran Via,Eixample,1.500€/mes,80 m²
951,"calle ciscar, 30, Gran Vía, València",Gran Via,Eixample,800€/mes,25 m²
952,"Gran Vía, València",Gran Via,Eixample,2.400€/mes,197 m²
953,"Gran Vía, València",Gran Via,Eixample,2.000€/mes,170 m²
954,"Gran Vía, València",Gran Via,Eixample,2.100€/mes,178 m²
955,"Joaquin Costa, 9, Gran Vía, València",Gran Via,Eixample,2.100€/mes,194 m²
956,"calle Burriana, 37, Gran Vía, València",Gran Via,Eixample,2.100€/mes,185 m²
957,"Gran Vía, València",Gran Via,Eixample,3.000€/mes,110 m²
958,"Gran Vía, València",Gran Via,Eixample,2.500€/mes,129 m²
959,"calle del Mestre Gozalbo, 6, Gran Vía, València",Gran Via,Eixample,1.000€/mes,89 m²
960,"Gran Vía, València",Gran Via,Eixample,1.060€/mes,72 m²
961,"Gran Vía, València",Gran Via,Eixample,2.100€/mes,100 m²
962,"Gran Vía, València",Gran Via,Eixample,1.300€/mes,110 m²
963,"calle de Joaquín Costa, Gran Vía, València",Gran Via,Eixample,1.100€/mes,90 m²
964,"calle Salamanca, Gran Vía, València",Gran Via,Eixample,1.500€/mes,145 m²
965,"Gran Vía, València",Gran Via,Eixample,2.000€/mes,223 m²
966,"Gran Vía, València",Gran Via,Eixample,1.200€/mes,120 m²
967,"Gran Vía, València",Gran Via,Eixample,1.100€/mes,450 m²
968,"Gran Vía, València",Gran Via,Eixample,2.300€/mes,160 m²
969,"calle burriana, 27, Gran Vía, València",Gran Via,Eixample,1.138€/mes,225 m²
970,"calle del Gravador Esteve, El Pla del Remei, València",El pla del Remei,Eixample,5.000€/mes,383 m²
971,"calle del Grabador Esteve, El Pla del Remei, València",El pla del Remei,Eixample,1.250€/mes,95 m²
972,"calle del Gravador Esteve, El Pla del Remei, València",El pla del Remei,Eixample,5.000€/mes,383 m²
973,"calle del Gravador Esteve, 11, El Pla del Remei, València",El pla del Remei,Eixample,2.000€/mes,105 m²
974,"calle d'Hernán Cortés, El Pla del Remei, València",El pla del Remei,Eixample,9.000€/mes,436 m²
975,"calle de Ciril Amorós, El Pla del Remei, València",El pla del Remei,Eixample,3.000€/mes,185 m²
976,"jorge juan, El Pla del Remei, València",El pla del Remei,Eixample,4.500€/mes,140 m²
977,"El Pla del Remei, València",El pla del Remei,Eixample,6.000€/mes,340 m²
978,"El Pla del Remei, València",El pla del Remei,Eixample,6.450€/mes,403 m²
979,"El Pla del Remei, València",El pla del Remei,Eixample,2.000€/mes,100 m²
980,"calle de Jorge Juan, El Pla del Remei, València",El pla del Remei,Eixample,5.000€/mes,157 m²
981,"Cirilo Amoros, El Pla del Remei, València",El pla del Remei,Eixample,4.500€/mes,216 m²
982,"Cirilo Amoros, El Pla del Remei, València",El pla del Remei,Eixample,1.700€/mes,155 m²
983,"El Pla del Remei, València",El pla del Remei,Eixample,3.500€/mes,555 m²
984,"calle de Ciril Amorós, El Pla del Remei, València",El pla del Remei,Eixample,2.450€/mes,265 m²
985,"El Pla del Remei, València",El pla del Remei,Eixample,2.700€/mes,190 m²
986,"calle Cirilo Amorós, El Pla del Remei, València",El pla del Remei,Eixample,3.000€/mes,185 m²
987,"calle colon, El Pla del Remei, València",El pla del Remei,Eixample,4.000€/mes,120 m²
988,"calle d'Isabel la Catòlica, s/n, El Pla del Remei, València",El pla del Remei,Eixample,5.000€/mes,290 m²
989,"avenida de Navarro Reverter, 20, El Pla del Remei, València",El pla del Remei,Eixample,2.400€/mes,180 m²
990,"calle del Gravador Esteve, El Pla del Remei, València",El pla del Remei,Eixample,1.600€/mes,75 m²
991,"calle del Grabador Esteve, 11, El Pla del Remei, València",El pla del Remei,Eixample,2.000€/mes,119 m²
992,"calle Colón, Valencia, El Pla del Remei, València",El pla del Remei,Eixample,6.000€/mes,370 m²
993,"calle del Grabador Esteve, El Pla del Remei, València",El pla del Remei,Eixample,1.850€/mes,60 m²
994,"calle de Ciril Amorós, El Pla del Remei, València",El pla del Remei,Eixample,3.000€/mes,185 m²
995,"El Pla del Remei, València",El pla del Remei,Eixample,19.500€/mes,1.650 m²
996,"El Pla del Remei, València",El pla del Remei,Eixample,3.000€/mes,185 m²
997,"Gran Vía del Marqués del Turia, El Pla del Remei, València",El pla del Remei,Eixample,1.600€/mes,36 m²
998,"grabador esteve, El Pla del Remei, València",El pla del Remei,Eixample,2.000€/mes,160 m²
999,"El Pla del Remei, València",El pla del Remei,Eixample,4.500€/mes,140 m²
1000,"El Pla del Remei, València",El pla del Remei,Eixample,4.500€/mes,140 m²
1001,"calle de Sorní, 30, El Pla del Remei, València",El pla del Remei,Eixample,1.850€/mes,60 m²
1002,"El Pla del Remei, València",El pla del Remei,Eixample,3.000€/mes,220 m²
1003,"El Pla del Remei, València",El pla del Remei,Eixample,9.500€/mes,649 m²
1004,"El Pla del Remei, València",El pla del Remei,Eixample,3.500€/mes,260 m²
1005,"El Pla del Remei, València",El pla del Remei,Eixample,2.700€/mes,190 m²
1006,"El Pla del Remei, València",El pla del Remei,Eixample,2.000€/mes,100 m²
1007,"El Pla del Remei, València",El pla del Remei,Eixample,700€/mes,25 m²
1008,"El Pla del Remei, València",El pla del Remei,Eixample,3.300€/mes,300 m²
1009,"La Raiosa, València",La Raiosa,Jesús,1.000€/mes,139 m²
1010,"avenida Giorgeta, 24, La Raiosa, València",La Raiosa,Jesús,1.500€/mes,260 m²
1011,"avenida Gaspar Aguilar, 39, La Raiosa, València",La Raiosa,Jesús,510€/mes,54 m²
1012,"calle de Lorenzo Salom, 6, La Raiosa, València",La Raiosa,Jesús,1.000€/mes,139 m²
1013,"calle de l'Uruguai, 13, La Raiosa, València",La Raiosa,Jesús,2.100€/mes,230 m²
1014,"avenida de Giorgeta, La Raiosa, València",La Raiosa,Jesús,1.500€/mes,220 m²
1015,"calle Uruguay, 10, La Raiosa, València",La Raiosa,Jesús,650€/mes,98 m²
1016,"La Raiosa, València",La Raiosa,Jesús,999€/mes,280 m²
1017,"Nave en avenida de Gaspar Aguilar, 35, La Raiosa, València",La Raiosa,Jesús,1.500€/mes,330 m²
1018,"La Raiosa, València",La Raiosa,Jesús,2.600€/mes,481 m²
1019,"avenida de Giorgeta, La Raiosa, València",La Raiosa,Jesús,1.500€/mes,120 m²
1020,"avenida de Gaspar Aguilar, La Raiosa, València",La Raiosa,Jesús,500€/mes,55 m²
1021,"La Raiosa, València",La Raiosa,Jesús,500€/mes,65 m²
1022,"calle San Vicente Mártir, La Raiosa, València",La Raiosa,Jesús,675€/mes,130 m²
1023,"avenida de Giorgeta, La Raiosa, València",La Raiosa,Jesús,1.500€/mes,250 m²
1024,"La Raiosa, València",La Raiosa,Jesús,600€/mes,78 m²
1025,"calle de Callosa d'En Sarrià, La Raiosa, València",La Raiosa,Jesús,40.000€/mes,150 m²
1026,"calle de la pianista empar iturbi, La Raiosa, València",La Raiosa,Jesús,800€/mes,286 m²
1027,"La Raiosa, València",La Raiosa,Jesús,1.800€/mes,500 m²
1028,"La Raiosa, València",La Raiosa,Jesús,700€/mes,155 m²
1029,"La Raiosa, València",La Raiosa,Jesús,615€/mes,90 m²
1030,"La Raiosa, València",La Raiosa,Jesús,450€/mes,50 m²
1031,"avenida Gaspar Aguilar, La Raiosa, València",La Raiosa,Jesús,720€/mes,144 m²
1032,"amparo iturbi, La Raiosa, València",La Raiosa,Jesús,480€/mes,40 m²
1033,"calle Juan Fabregat, Valencia, La Raiosa, València",La Raiosa,Jesús,400€/mes,72 m²
1034,"La Raiosa, València",La Raiosa,Jesús,550€/mes,116 m²
1035,"La Raiosa, València",La Raiosa,Jesús,550€/mes,85 m²
1036,"La Raiosa, València",La Raiosa,Jesús,600€/mes,78 m²
1037,"calle Lorenzo Salom, 6, La Raiosa, València",La Raiosa,Jesús,1.000€/mes,130 m²
1038,"Nave en calle de Jeroni Munyós, 27, La Raiosa, València",La Raiosa,Jesús,500€/mes,80 m²
1039,"calle de Jerónima Galés, L'Hort de Senabre, València",Hort de Senabre,Jesús,350€/mes,100 m²
1040,"L'Hort de Senabre, València",Hort de Senabre,Jesús,3.900€/mes,961 m²
1041,"L'Hort de Senabre, València",Hort de Senabre,Jesús,700€/mes,228 m²
1042,"calle de Jerónima Galés, 26, L'Hort de Senabre, València",Hort de Senabre,Jesús,400€/mes,85 m²
1043,"calle San Vicente Mártir, L'Hort de Senabre, València",Hort de Senabre,Jesús,7.500€/mes,960 m²
1044,"L'Hort de Senabre, València",Hort de Senabre,Jesús,600€/mes,52 m²
1045,"Tomas Sala, L'Hort de Senabre, València",Hort de Senabre,Jesús,500€/mes,130 m²
1046,"calle de Jerónima Galés, L'Hort de Senabre, València",Hort de Senabre,Jesús,1.500€/mes,309 m²
1047,"calle de Sant Vicent Màrtir, 272, L'Hort de Senabre, València",Hort de Senabre,Jesús,9.500€/mes,1.000 m²
1048,"L'Hort de Senabre, València",Hort de Senabre,Jesús,2.000€/mes,270 m²
1049,"calle de Jerónima Galés, L'Hort de Senabre, València",Hort de Senabre,Jesús,700€/mes,130 m²
1050,"L'Hort de Senabre, València",Hort de Senabre,Jesús,3.000€/mes,465 m²
1051,"calle de Jerónima Galés, 33, L'Hort de Senabre, València",Hort de Senabre,Jesús,700€/mes,150 m²
1052,"calle Calvo Acacio, L'Hort de Senabre, València",Hort de Senabre,Jesús,499€/mes,70 m²
1053,"calle de Joaquín Navarro, 4, L'Hort de Senabre, València",Hort de Senabre,Jesús,700€/mes,90 m²
1054,"plaza Escultor Frechina, L'Hort de Senabre, València",Hort de Senabre,Jesús,400€/mes,40 m²
1055,"L'Hort de Senabre, València",Hort de Senabre,Jesús,1.500€/mes,160 m²
1056,"calle d'Almàssera, L'Hort de Senabre, València",Hort de Senabre,Jesús,650€/mes,99 m²
1057,"avenida Gaspar Aguilar, 77, L'Hort de Senabre, València",Hort de Senabre,Jesús,750€/mes,115 m²
1058,"L'Hort de Senabre, València",Hort de Senabre,Jesús,650€/mes,40 m²
1059,"Carteros, L'Hort de Senabre, València",Hort de Senabre,Jesús,750€/mes,100 m²
1060,"Calvo Acacio, L'Hort de Senabre, València",Hort de Senabre,Jesús,750€/mes,130 m²
1061,"calle de Jerónima Galés, 62, L'Hort de Senabre, València",Hort de Senabre,Jesús,700€/mes,82 m²
1062,"L'Hort de Senabre, València",Hort de Senabre,Jesús,1.200€/mes,90 m²
1063,"calle d'Almàssera, 9, L'Hort de Senabre, València",Hort de Senabre,Jesús,600€/mes,120 m²
1064,"calle de l'Enginyer José Sirera, 6, Sant Marcellí, València",Sant Marcellí,Jesús,700€/mes,140 m²
1065,"calle de l'Enginyer José Sirera, 4, Sant Marcellí, València",Sant Marcellí,Jesús,4.000€/mes,730 m²
1066,"calle del Músico Cabanilles, Sant Marcellí, València",Sant Marcellí,Jesús,450€/mes,95 m²
1067,"calle del Doctor Royo Vilanova, Sant Marcellí, València",Sant Marcellí,Jesús,730€/mes,195 m²
1068,"calle de l’Arquebisbe Olaechea, Sant Marcellí, València",Sant Marcellí,Jesús,320€/mes,42 m²
1069,"Tomás Sala, s/n, Sant Marcellí, València",Sant Marcellí,Jesús,650€/mes,200 m²
1070,"Doctor Tomás Sala, 33, Sant Marcellí, València",Sant Marcellí,Jesús,650€/mes,205 m²
1071,"Sant Marcellí, València",Sant Marcellí,Jesús,640€/mes,98 m²
1072,"Sant Marcellí, València",Sant Marcellí,Jesús,650€/mes,200 m²
1073,"Sant Marcellí, València",Sant Marcellí,Jesús,2.500€/mes,529 m²
1074,"Sant Marcellí, València",Sant Marcellí,Jesús,365€/mes,80 m²
1075,"Músico Cabanilles, Sant Marcellí, València",Sant Marcellí,Jesús,700€/mes,90 m²
1076,"Arzobispo Olaechea, 5, Sant Marcellí, València",Sant Marcellí,Jesús,650€/mes,100 m²
1077,"Sant Marcellí, València",Sant Marcellí,Jesús,2.900€/mes,561 m²
1078,"Sant Marcellí, València",Sant Marcellí,Jesús,2.500€/mes,560 m²
1079,"san pío x, 25, Sant Marcellí, València",Sant Marcellí,Jesús,550€/mes,75 m²
1080,"calle de l'Enginyer José Sirera, 4, Sant Marcellí, València",Sant Marcellí,Jesús,2.500€/mes,560 m²
1081,"Holanda, La Creu Coberta, València",La Creu Coberta,Jesús,550€/mes,100 m²
1082,"calle de Tomás de Villarroya, La Creu Coberta, València",La Creu Coberta,Jesús,850€/mes,227 m²
1083,"La Creu Coberta, València",La Creu Coberta,Jesús,600€/mes,82 m²
1084,"La Creu Coberta, València",La Creu Coberta,Jesús,700€/mes,110 m²
1085,"La Creu Coberta, València",La Creu Coberta,Jesús,400€/mes,55 m²
1086,"La Creu Coberta, València",La Creu Coberta,Jesús,550€/mes,83 m²
1087,"avenida del Primer de Maig, La Creu Coberta, València",La Creu Coberta,Jesús,5.000€/mes,996 m²
1088,"avenida del Primer de Maig, La Creu Coberta, València",La Creu Coberta,Jesús,5.000€/mes,1.100 m²
1089,"calle de Sant Vicent Màrtir, 312, La Creu Coberta, València",La Creu Coberta,Jesús,800€/mes,145 m²
1090,"Nave en calle Juan de Celaya, La Creu Coberta, València",La Creu Coberta,Jesús,1.500€/mes,193 m²
1091,"Nave en calle Mosén Febrer, La Creu Coberta, València",La Creu Coberta,Jesús,1.500€/mes,220 m²
1092,"avenida del Primer de Maig, 1, La Creu Coberta, València",La Creu Coberta,Jesús,309€/mes,25 m²
1093,"Nave en La Creu Coberta, València",La Creu Coberta,Jesús,1.100€/mes,377 m²
1094,"calle Rafael Lapesa Melgar, Camí Reial, València",Camí Reial,Jesús,1.100€/mes,250 m²
1095,"calle Alqueria de Benimasot, 8, Camí Reial, València",Camí Reial,Jesús,670€/mes,324 m²
1096,"calle de José Soto Micó, Camí Reial, València",Camí Reial,Jesús,500€/mes,140 m²
1097,"Camí Reial, València",Camí Reial,Jesús,800€/mes,170 m²
1098,"Camí Reial, València",Camí Reial,Jesús,700€/mes,157 m²
1099,"Nou Moles, València",Nou Moles,Olivereta,650€/mes,127 m²
1100,"avenida de Pérez Galdós, 75, Nou Moles, València",Nou Moles,Olivereta,1.000€/mes,187 m²
1101,"avenida del Cid, Nou Moles, València",Nou Moles,Olivereta,1.800€/mes,260 m²
1102,"calle de la Democràcia, 14, Nou Moles, València",Nou Moles,Olivereta,2.000€/mes,160 m²
1103,"calle de Linares, 6, Nou Moles, València",Nou Moles,Olivereta,850€/mes,116 m²
1104,"calle de la Democràcia, Nou Moles, València",Nou Moles,Olivereta,5.500€/mes,900 m²
1105,"avenida de Perez Galdos, Nou Moles, València",Nou Moles,Olivereta,1.000€/mes,187 m²
1106,"calle de la Democràcia, Nou Moles, València",Nou Moles,Olivereta,5.500€/mes,1.000 m²
1107,"plaza Arturo Piera, 1, Nou Moles, València",Nou Moles,Olivereta,600€/mes,36 m²
1108,"Nou Moles, València",Nou Moles,Olivereta,7.000€/mes,1.400 m²
1109,"calle d'Almoines, Nou Moles, València",Nou Moles,Olivereta,650€/mes,78 m²
1110,"calle d'Almoines, Nou Moles, València",Nou Moles,Olivereta,550€/mes,99 m²
1111,"avenida del Cid, Nou Moles, València",Nou Moles,Olivereta,580€/mes,51 m²
1112,"calle Brasil, 39, Nou Moles, València",Nou Moles,Olivereta,800€/mes,93 m²
1113,"Nou Moles, València",Nou Moles,Olivereta,7.000€/mes,1.000 m²
1114,"calle Veinticinco Abril, Nou Moles, València",Nou Moles,Olivereta,700€/mes,164 m²
1115,"Nou Moles, València",Nou Moles,Olivereta,6.000€/mes,1.100 m²
1116,"Nou Moles, València",Nou Moles,Olivereta,900€/mes,172 m²
1117,"Nou Moles, València",Nou Moles,Olivereta,900€/mes,172 m²
1118,"avenida de Pérez Galdós, 75, Nou Moles, València",Nou Moles,Olivereta,1.000€/mes,187 m²
1119,"calle Navarro Cabanes, 41, Nou Moles, València",Nou Moles,Olivereta,800€/mes,125 m²
1120,"Nou Moles, València",Nou Moles,Olivereta,7.000€/mes,1.400 m²
1121,"avenida del Cid, 102, Nou Moles, València",Nou Moles,Olivereta,950€/mes,107 m²
1122,"calle Velazquez, Nou Moles, València",Nou Moles,Olivereta,600€/mes,71 m²
1123,"calle Democracia, Nou Moles, València",Nou Moles,Olivereta,1.200€/mes,182 m²
1124,"avenida de Pérez Galdós, 125, Nou Moles, València",Nou Moles,Olivereta,1.700€/mes,292 m²
1125,"Rincón de Ademuz, Nou Moles, València",Nou Moles,Olivereta,900€/mes,172 m²
1126,"avenida de Perez Galdos, Nou Moles, València",Nou Moles,Olivereta,1.250€/mes,190 m²
1127,"calle del Rincón de Ademuz, Nou Moles, València",Nou Moles,Olivereta,900€/mes,80 m²
1128,"calle de Torres, 9, Nou Moles, València",Nou Moles,Olivereta,699€/mes,75 m²
1129,"Rincón de Ademuz, Nou Moles, València",Nou Moles,Olivereta,900€/mes,172 m²
1130,"Nou Moles, València",Nou Moles,Olivereta,5.500€/mes,1.100 m²
1131,"calle de Pintor Stolz, Nou Moles, València",Nou Moles,Olivereta,650€/mes,106 m²
1132,"calle de la Democracia, Nou Moles, València",Nou Moles,Olivereta,750€/mes,85 m²
1133,"Nou Moles, València",Nou Moles,Olivereta,700€/mes,110 m²
1134,"Nou Moles, València",Nou Moles,Olivereta,450€/mes,44 m²
1135,"calle de Castan Tobeñas, Nou Moles, València",Nou Moles,Olivereta,800€/mes,230 m²
1136,"calle de Pintor Stolz, Nou Moles, València",Nou Moles,Olivereta,850€/mes,106 m²
1137,"calle de Pintor Stolz, Nou Moles, València",Nou Moles,Olivereta,1.500€/mes,232 m²
1138,"Nou Moles, València",Nou Moles,Olivereta,5.500€/mes,1.100 m²
1139,"calle de Torres, 25, Nou Moles, València",Nou Moles,Olivereta,800€/mes,150 m²
1140,"Nou Moles, València",Nou Moles,Olivereta,900€/mes,267 m²
1141,"calle Lorca, 4, Nou Moles, València",Nou Moles,Olivereta,950€/mes,200 m²
1142,"Nou Moles, València",Nou Moles,Olivereta,900€/mes,65 m²
1143,"avenida de Pérez Galdós, Nou Moles, València",Nou Moles,Olivereta,1.200€/mes,150 m²
1144,"avenida perez galdos, Nou Moles, València",Nou Moles,Olivereta,500€/mes,45 m²
1145,"Nou Moles, València",Nou Moles,Olivereta,2.000€/mes,250 m²
1146,"calle de Joan Baptista Vives, 8, Nou Moles, València",Nou Moles,Olivereta,1.355€/mes,500 m²
1147,"calle de joan baptista vives, 14, Nou Moles, València",Nou Moles,Olivereta,450€/mes,50 m²
1148,"calle de la Democràcia, 42, Nou Moles, València",Nou Moles,Olivereta,750€/mes,139 m²
1149,"Nou Moles, València",Nou Moles,Olivereta,1.000€/mes,160 m²
1150,"Nou Moles, València",Nou Moles,Olivereta,300€/mes,56 m²
1151,"calle de Manolo Taberner, 1, Nou Moles, València",Nou Moles,Olivereta,1.000€/mes,160 m²
1152,"calle de Llorca, 7, Nou Moles, València",Nou Moles,Olivereta,7.000€/mes,1.400 m²
1153,"calle Archena, s/n, Soternes, València",Soternes,Olivereta,650€/mes,131 m²
1154,"paseo de la Petxina, Soternes, València",Soternes,Olivereta,480€/mes,157 m²
1155,"calle d' Alcàsser, 9, Soternes, València",Soternes,Olivereta,300€/mes,20 m²
1156,"calle d'Alcàsser, 9, Soternes, València",Soternes,Olivereta,300€/mes,38 m²
1157,"La Llum, València",La Llum,Olivereta,390€/mes,45 m²
1158,"calle del Pare Esteban Pernet, La Llum, València",La Llum,Olivereta,300€/mes,215 m²
1159,"calle del Pare Esteban Pernet, 37, La Llum, València",La Llum,Olivereta,900€/mes,141 m²
1160,"avenida Tres Forques, Tres Forques, València",Tres Forques,Olivereta,740€/mes,128 m²
1161,"calle de les Tres Forques, s/n, Tres Forques, València",Tres Forques,Olivereta,1.800€/mes,247 m²
1162,"calle del Músic Ayllón, 20, Tres Forques, València",Tres Forques,Olivereta,800€/mes,250 m²
1163,"Tres Cruces, La Fontsanta, València",La Fontsanta,Olivereta,3.500€/mes,237 m²
1164,"calle de Franco Tormo, Patraix, València",Patraix,Patraix,500€/mes,120 m²
1165,"calle de les Tres Forques, Patraix, València",Patraix,Patraix,1.800€/mes,270 m²
1166,"Patraix, València",Patraix,Patraix,700€/mes,230 m²
1167,"calle de les Tres Forques, 30, Patraix, València",Patraix,Patraix,2.000€/mes,221 m²
1168,"calle Escultor Vicente Rodilla, Patraix, València",Patraix,Patraix,475€/mes,117 m²
1169,"plaza Compositor Enrique Granados, Patraix, València",Patraix,Patraix,1.000€/mes,100 m²
1170,"calle Lladró y Malli, 12, Patraix, València",Patraix,Patraix,1.300€/mes,363 m²
1171,"ayora, 18, Patraix, València",Patraix,Patraix,1.200€/mes,250 m²
1172,"calle Humanista Mariner, Patraix, València",Patraix,Patraix,900€/mes,110 m²
1173,"calle del Músic Barbieri, Patraix, València",Patraix,Patraix,600€/mes,115 m²
1174,"avenida del Cid, Patraix, València",Patraix,Patraix,1.100€/mes,180 m²
1175,"calle del Mestre Bellver, 27, Patraix, València",Patraix,Patraix,700€/mes,123 m²
1176,"calle de Xiva, Patraix, València",Patraix,Patraix,700€/mes,75 m²
1177,"calle Humanista Mariner, Patraix, València",Patraix,Patraix,650€/mes,107 m²
1178,"Patraix, València",Patraix,Patraix,600€/mes,94 m²
1179,"Chiva, 21, Patraix, València",Patraix,Patraix,950€/mes,168 m²
1180,"Patraix, València",Patraix,Patraix,1.100€/mes,160 m²
1181,"calle del Archiduque Carlos, Patraix, València",Patraix,Patraix,500€/mes,39 m²
1182,"Patraix, València",Patraix,Patraix,800€/mes,85 m²
1183,"cuenca, 71, Patraix, València",Patraix,Patraix,600€/mes,80 m²
1184,"calle Ayora, Patraix, València",Patraix,Patraix,800€/mes,125 m²
1185,"calle de l'Humanista Mariner, Patraix, València",Patraix,Patraix,500€/mes,73 m²
1186,"calle de Manuel Simó, Patraix, València",Patraix,Patraix,400€/mes,19 m²
1187,"calle Beato Nicolás Factor, Patraix, València",Patraix,Patraix,1.100€/mes,105 m²
1188,"calle del Archiduque Carlos, Patraix, València",Patraix,Patraix,600€/mes,90 m²
1189,"calle Ayora, 27, Patraix, València",Patraix,Patraix,1.850€/mes,259 m²
1190,"calle Impresor Monfort, Patraix, València",Patraix,Patraix,750€/mes,156 m²
1191,"calle ayora, 5, Patraix, València",Patraix,Patraix,600€/mes,130 m²
1192,"Patraix, València",Patraix,Patraix,1.300€/mes,364 m²
1193,"calle de l'Arxiduc Carles, 12, Patraix, València",Patraix,Patraix,530€/mes,80 m²
1194,"calle de les Tres Forques, Patraix, València",Patraix,Patraix,740€/mes,128 m²
1195,"Cuenca, Patraix, València",Patraix,Patraix,850€/mes,200 m²
1196,"calle de Lladró i Mallí, Patraix, València",Patraix,Patraix,650€/mes,80 m²
1197,"calle de Conca, Patraix, València",Patraix,Patraix,800€/mes,150 m²
1198,"Patraix, València",Patraix,Patraix,3.000€/mes,320 m²
1199,"Cuenca, Patraix, València",Patraix,Patraix,1.000€/mes,110 m²
1200,"Patraix, València",Patraix,Patraix,550€/mes,34 m²
1201,"Patraix, València",Patraix,Patraix,950€/mes,140 m²
1202,"calle José Pérez Fuster Metg, 12, Patraix, València",Patraix,Patraix,900€/mes,159 m²
1203,"Patraix, València",Patraix,Patraix,1.100€/mes,110 m²
1204,"calle de Conca, Patraix, València",Patraix,Patraix,2.000€/mes,240 m²
1205,"Patraix, València",Patraix,Patraix,740€/mes,128 m²
1206,"calle d'Enguera, 1, Patraix, València",Patraix,Patraix,500€/mes,39 m²
1207,"calle Beato Nicolás Factor, s/n, Patraix, València",Patraix,Patraix,1.100€/mes,105 m²
1208,"calle de l'Arxiduc Carles, 16, Patraix, València",Patraix,Patraix,530€/mes,90 m²
1209,"Patraix, València",Patraix,Patraix,740€/mes,128 m²
1210,"calle del Pintor Pasqual Capuz, 8, Patraix, València",Patraix,Patraix,120€/mes,190 m²
1211,"Calamocha, 3, Patraix, València",Patraix,Patraix,1.550€/mes,550 m²
1212,"calle de l'Arxiduc Carles, Patraix, València",Patraix,Patraix,600€/mes,121 m²
1213,"avenida Tres Forques, Patraix, València",Patraix,Patraix,740€/mes,128 m²
1214,"Patraix, València",Patraix,Patraix,1.100€/mes,105 m²
1215,"Patraix, València",Patraix,Patraix,700€/mes,110 m²
1216,"Patraix, València",Patraix,Patraix,450€/mes,50 m²
1217,"Patraix, València",Patraix,Patraix,1.100€/mes,110 m²
